Rank,Name,Platform,Year,Genre,Publisher,Global_Sales
13780,Clannad,"PS2,PSP,PS3,X360",2006,Adventure,Interchannel,0.14
377,Clubhouse Games,DS,2006,Misc,Nintendo,3.5
15741,Clue / Mouse Trap / Perfection / Aggravation,DS,2006,Misc,Unknown,0.02
12663,CMT Presents: Karaoke Revolution Country,PS2,2006,Misc,Konami Digital Entertainment,0.06
7340,College Hoops 2K7,"X360,PS3",2006,Sports,Take-Two Interactive,0.39
15275,Command & Conquer: The First Decade,PC,2006,Strategy,Electronic Arts,0.02
12545,Commandos: Strike Force,"PS2,XB",2006,Shooter,Eidos Interactive,0.08
13303,Company of Heroes,PC,2006,Strategy,THQ,0.05
10425,Contact,DS,2006,Role-Playing,Rising Star Games,0.1
154,Cooking Mama,DS,2006,Simulation,505 Games,5.72
10943,Crash Boom Bang!,DS,2006,Misc,Vivendi Games,0.09
12042,Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,GBA,2006,Action,Banpresto,0.07
8595,Culdcept SAGA,X360,2006,Role-Playing,Namco Bandai Games,0.16
8502,Curious George,"GBA,GC,PS2,XB",2006,Action,Namco Bandai Games,0.46
8398,Custom Robo Arena,DS,2006,Fighting,Nintendo,0.17
10105,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,PS2,2006,Misc,Daito,0.11
12412,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP,2006,Misc,Daito,0.06
14243,Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,PSP,2006,Misc,Daito,0.03
14136,Daito Giken Premium Pachi-Slot Collection: Yoshimune,PS2,2006,Misc,Daito,0.03
2000,Dance Dance Revolution SuperNOVA,PS2,2006,Simulation,Konami Digital Entertainment,1.04
14354,Dance Factory,PS2,2006,Action,Codemasters,0.03
13459,Danny Phantom: Urban Jungle,DS,2006,Action,THQ,0.04
14056,DarkStar One,PC,2006,Simulation,Ubisoft,0.04
11914,Dave Mirra BMX Challenge,"PSP,Wii",2006,Sports,Oxygen Interactive,0.14
4549,Dawn of Mana,PS2,2006,Role-Playing,Square Enix,0.43
267,Daxter,PSP,2006,Platform,Sony Computer Entertainment,4.22
6574,Dead or Alive Xtreme 2,X360,2006,Sports,Tecmo Koei,0.26
794,Dead Rising,"X360,PS4",2006,Action,Capcom,2.11
12820,Death Jr. II: Root of Evil,PSP,2006,Platform,Konami Digital Entertainment,0.06
12132,Deep Labyrinth,DS,2006,Action,505 Games,0.07
10950,Def Jam Fight For NY: The Takeover,PSP,2006,Action,Electronic Arts,0.09
8406,Densetsu no Stafi 4,DS,2006,Platform,Nintendo,0.17
10432,Derby Stallion P,PSP,2006,Sports,Enterbrain,0.1
14911,Derby Time 2006,PSP,2006,Sports,Sony Computer Entertainment,0.03
14022,Derby Tsuku 5: Derby Uma o Tsukurou!,PS2,2006,Sports,Sega,0.04
4104,Destroy All Humans! 2,PS2,2006,Action,THQ,0.48
734,Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,Action,Capcom,2.21
10081,Digimon World DS,DS,2006,Role-Playing,Namco Bandai Games,0.11
7127,Digimon World DS (JP sales),DS,2006,Role-Playing,Namco Bandai Games,0.23
6774,Digimon World: Data Squad,PS2,2006,Role-Playing,Namco Bandai Games,0.24
1279,Dirge of Cerberus: Final Fantasy VII,PS2,2006,Shooter,Square Enix,1.48
5515,Disgaea 2: Cursed Memories,PS2,2006,Role-Playing,Tecmo Koei,0.33
7110,Disgaea: Afternoon of Darkness,PSP,2006,Role-Playing,Tecmo Koei,0.23
8510,Disney's American Dragon Jake Long: Attack of the Dark Dragon,DS,2006,Action,Disney Interactive Studios,0.16
2534,Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,2006,Action,Disney Interactive Studios,0.81
13534,Doko Demo Issho: Let's Gakkou!,PSP,2006,Misc,Sony Computer Entertainment,0.04
13036,Doraemon: Nobita no Kyouryuu 2006 DS,DS,2006,Role-Playing,Sega,0.05
4656,Double Pack: Finding Nemo / The Incredibles,XB,2006,Action,THQ,0.42
2599,Dragon Ball Z: Budokai Tenkaichi 2,"PS2,Wii",2006,Fighting,Atari,1.09
15411,Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,GBA,2006,Action,Atari,0.02
3688,Dragon Ball Z: Shin Budokai,PSP,2006,Fighting,Atari,0.55
10322,Dragon Quest & Final Fantasy in Itadaki Street Portable,PSP,2006,Misc,Square Enix,0.11
974,Dragon Quest Monsters: Joker,DS,2006,Role-Playing,Square Enix,1.78
6086,Dragon Quest: Shounen Yangus to Fushigi no Dungeon,PS2,2006,Role-Playing,Square Enix,0.29
13837,Dreamfall: The Longest Journey,XB,2006,Adventure,Empire Interactive,0.04
6182,Driver: Parallel Lines,"PS2,XB,Wii",2006,Racing,Atari,0.38
7715,DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,DS,2006,Misc,Shogakukan,0.2
14365,Dungeon Maker: Hunting Ground,PSP,2006,Role-Playing,Global A Entertainment,0.03
8480,Dungeon Siege: Throne of Agony,PSP,2006,Role-Playing,Take-Two Interactive,0.16
5358,Dynasty Warriors 5 Empires,"PS2,X360",2006,Action,Tecmo Koei,0.47
13254,Dynasty Warriors Vol. 2,PSP,2006,Action,Tecmo Koei,0.05
13900,Dynasty Warriors Vol. 2 (JP sales),PSP,2006,Action,Tecmo Koei,0.04
10208,EA Replay,PSP,2006,Action,Electronic Arts,0.11
11489,Earth Defense Force 2017,X360,2006,Action,D3Publisher,0.08
15885,Earth Defense Force 2017 (old JP sales),X360,2006,Shooter,D3Publisher,0.02
5523,Elebits,Wii,2006,Action,Konami Digital Entertainment,0.33
5030,Elite Beat Agents,DS,2006,Misc,Nintendo,0.38
403,English Training: Have Fun Improving Your Skills!,DS,2006,Misc,Nintendo,3.33
10420,Ennichi no Tatsujin,Wii,2006,Misc,Namco Bandai Games,0.1
8558,Eragon,"DS,X360,PSP",2006,Action,Vivendi Games,0.41
12267,Escape from Bug Island,Wii,2006,Action,Eidos Interactive,0.06
15179,Eureka Seven Vol. 2: The New Vision,PS2,2006,Shooter,Namco Bandai Games,0.02
10029,Every Extend Extra,PSP,2006,Shooter,Disney Interactive Studios,0.11
3698,Excite Truck,Wii,2006,Racing,Nintendo,0.54
14443,Eyeshield 21: DevilBats DevilDays,GBA,2006,Role-Playing,Nintendo,0.03
9738,Eyeshield 21: Max Devil Power,DS,2006,Role-Playing,Nintendo,0.12
15683,Eyeshield 21: Portable Edition,PSP,2006,Role-Playing,Konami Digital Entertainment,0.02
7717,Family Guy,PSP,2006,Action,Take-Two Interactive,0.2
11711,Far Cry Instincts Evolution,XB,2006,Shooter,Ubisoft,0.08
6717,Far Cry Instincts Predator,X360,2006,Shooter,Ubisoft,0.25
11443,Far Cry Vengeance,Wii,2006,Shooter,Ubisoft,0.08
13991,Fatal Fury: Battle Archives Volume 1,PS2,2006,Fighting,Ignition Entertainment,0.04
16283,Fatal Fury: Battle Archives Volume 1 (JP sales),PS2,2006,Fighting,Ignition Entertainment,0.01
16135,Festa!! Hyper Girls Party,PS2,2006,Adventure,KID,0.01
8569,Field Commander,PSP,2006,Strategy,Sony Online Entertainment,0.16
284,FIFA Soccer 07,"PS2,PSP,XB,X360,GC,DS",2006,Sports,Electronic Arts,6.38
5145,FIFA Street 2,"PS2,PSP,GC,XB,DS",2006,Sports,Electronic Arts,0.75
3544,FIFA World Cup Germany 2006,"PS2,X360,XB,GC,PSP,DS",2006,Sports,Electronic Arts,1.57
14254,FIFA World Cup: Germany 2006,GBA,2006,Sports,Electronic Arts,0.03
1088,Fight Night Round 3,"PS3,PS2,X360,PSP,XB",2006,Fighting,Electronic Arts,5.55
6813,Final Fantasy Fables: Chocobo Tales,DS,2006,Adventure,Ubisoft,0.24
6493,Final Fantasy V Advance,GBA,2006,Role-Playing,Nintendo,0.26
6146,Final Fantasy VI Advance,GBA,2006,Role-Playing,Nintendo,0.28
15850,Final Fantasy XI: All-In-One Pack 2006,X360,2006,Role-Playing,Square Enix,0.02
7092,Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006,Role-Playing,Square Enix,0.23
148,Final Fantasy XII,PS2,2006,Role-Playing,Square Enix,5.95
12833,Final Fight: Streetwise,"PS2,XB",2006,Action,Capcom,0.07
8297,Finding Nemo: Escape to the Big Blue,DS,2006,Action,THQ,0.17
8625,FlatOut 2,"PS2,XB",2006,Racing,Empire Interactive,0.2
8557,Flushed Away,"GC,DS",2006,Platform,D3Publisher,0.26
11368,Forbidden Siren 2,PS2,2006,Action,Sony Computer Entertainment,0.08
13396,Ford Bold Moves Street Racing,PSP,2006,Racing,Xplosiv,0.05
13999,Formula 1 06,PS2,2006,Racing,Sony Computer Entertainment,0.04
3284,Formula 1: Championship Edition,PS3,2006,Racing,Sony Computer Entertainment,0.61
15718,Franklin: A Birthday Surprise,PS2,2006,Misc,Game Factory,0.02
15123,Franklin's Great Adventures,DS,2006,Action,Game Factory,0.02
15170,Freedom Wings,DS,2006,Simulation,Natsume,0.02
6705,Freshly-Picked: Tingle's Rosy Rupeeland,DS,2006,Role-Playing,Nintendo,0.25
7266,Full Auto,X360,2006,Shooter,Sega,0.22
8112,Full Auto 2: Battlelines,"PS3,PSP",2006,Racing,Sega,0.19
15874,Full House Kiss 2,PS2,2006,Adventure,Capcom,0.02
12232,Full Spectrum Warrior: Ten Hammers,"PS2,XB",2006,Strategy,THQ,0.12
14633,Galaxy Angel II: Zettairyouiki no Tobira,PS2,2006,Strategy,Broccoli,0.03
15596,Gallop Racer Inbreed,PS2,2006,Sports,Tecmo Koei,0.02
15904,Games Explosion!,GBA,2006,Action,THQ,0.02
2158,Gangs of London,PSP,2006,Adventure,Sony Computer Entertainment,0.96
14260,Garfield: A Tale of Two Kitties,DS,2006,Platform,Game Factory,0.03
142,Gears of War,"X360,PC",2006,Shooter,Microsoft Game Studios,6.13
2727,Genji: Days of the Blade,PS3,2006,Action,Sony Computer Entertainment,0.76
14438,Gensou Suikoden I & II,PSP,2006,Role-Playing,Konami Digital Entertainment,0.03
15036,Gift: Prism,PS2,2006,Adventure,Sweets,0.02
12016,Gintama DS: Yorozuya Daisoudou,DS,2006,Action,Namco Bandai Games,0.07
13701,Gitaroo Man Lives!,PSP,2006,Misc,Tecmo Koei,0.04
12139,God Hand,PS2,2006,Action,Capcom,0.07
12752,Gothic 3,PC,2006,Role-Playing,JoWood Productions,0.06
14298,Gotouchi Kenkei DS,DS,2006,Misc,Spike,0.03
12262,Gradius Collection,PSP,2006,Shooter,Konami Digital Entertainment,0.06
199,Grand Theft Auto: Vice City Stories,"PSP,PS2",2006,Action,Take-Two Interactive,6.05
13937,Greg Hastings' Tournament Paintball Max'd,"DS,GBA,PS2",2006,Shooter,Activision,0.08
7268,Growlanser: Heritage of War,PS2,2006,Role-Playing,Rising Star Games,0.22
12953,Growlanser: Heritage of War (jp sales),PS2,2006,Role-Playing,Rising Star Games,0.05
3828,GT Pro Series,Wii,2006,Racing,Ubisoft,0.52
15959,Guild Wars: Factions,PC,2006,Role-Playing,NCSoft,0.02
14732,Guild Wars: Nightfall,PC,2006,Role-Playing,NCSoft,0.03
13134,Guilty Gear Dust Strikers,DS,2006,Fighting,Majesco Entertainment,0.05
8491,Guilty Gear Judgment,PSP,2006,Fighting,Majesco Entertainment,0.16
11647,Guilty Gear XX Slash,PS2,2006,Fighting,Sammy Corporation,0.08
14599,Guitar Freaks V & DrumMania V,PS2,2006,Simulation,Konami Digital Entertainment,0.03
15413,Guitar Freaks V2 & DrumMania V2,PS2,2006,Simulation,Konami Digital Entertainment,0.02
196,Guitar Hero II,"PS2,X360",2006,Misc,RedOctane,7.32
12526,Gun Showdown,PSP,2006,Action,Activision,0.06
9698,Gundam Battle Royale,PSP,2006,Action,Namco Bandai Games,0.12
16042,GunParade Orchestra: Ao no Shou,PS2,2006,Adventure,Sony Computer Entertainment,0.01
15246,GunParade Orchestra: Midori no Shou,PS2,2006,Adventure,Sony Computer Entertainment,0.02
11992,GunParade Orchestra: Shiro no Shou,PS2,2006,Adventure,Sony Computer Entertainment,0.07
12782,GunPey,PSP,2006,Puzzle,Atari,0.06
13335,GunPey DS,DS,2006,Puzzle,Atari,0.05
4160,Hamsterz Life,DS,2006,Action,Ubisoft,0.47
570,Hannah Montana,DS,2006,Action,Disney Interactive Studios,2.65
8008,Happy Cooking,DS,2006,Simulation,Ubisoft,0.18
5737,Happy Feet,"DS,GC,Wii",2006,Action,Midway Games,0.7
11823,Harlem Globetrotters: World Tour,DS,2006,Sports,Zoo Digital Publishing,0.07
3574,Harry Potter Collection,PS2,2006,Misc,Electronic Arts,0.56
14087,Harukanaru Toki no Naka de: Maihitoyo,PS2,2006,Adventure,Tecmo Koei,0.04
7471,Heisei Kyouiku linkai DS,DS,2006,Misc,Namco Bandai Games,0.21
13660,Heroes of Might and Magic V,PC,2006,Strategy,Ubisoft,0.04
16233,Hi Hi Puffy AmiYumi: The Genie & the Amp,DS,2006,Action,D3Publisher,0.01
7890,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,PS2,2006,Misc,D3Publisher,0.19
3966,Hitman: Blood Money,"PS2,X360,XB,PC",2006,Action,Eidos Interactive,1.08
12655,Honeycomb Beat,DS,2006,Puzzle,Konami Digital Entertainment,0.06
4599,Horsez,DS,2006,Simulation,Ubisoft,0.42
2308,Hot Shots Tennis,PS2,2006,Sports,Sony Computer Entertainment,0.9
16151,Hot Wheels: Stunt Track Challenge / World Race,GBA,2006,Racing,"Destination Software, Inc",0.01
13180,Hummer Badlands,"PS2,XB",2006,Racing,Global Star,0.07
4960,Ice Age 2: The Meltdown,"PS2,GBA,GC,DS,XB,Wii",2006,Platform,Vivendi Games,1.16
11272,IHRA Drag Racing: Sportsman Edition,"PS2,XB",2006,Racing,Bethesda Softworks,0.1
13506,IL-2 Sturmovik: 1946,PC,2006,Simulation,Ubisoft,0.04
10938,Import Tuner Challenge (American sales),X360,2006,Racing,Ubisoft,0.09
10687,Initial D: Street Stage,PSP,2006,Racing,Sega,0.1
8599,Innocent Life: A Futuristic Harvest Moon,PSP,2006,Simulation,Rising Star Games,0.16
16155,Izumo 2,PS2,2006,Adventure,GN Software,0.01
7439,J-League Winning Eleven 10 + Europa League 06-07,PS2,2006,Sports,Konami Digital Entertainment,0.21
10372,Jampack Volume 14 (RP-T),PS2,2006,Misc,Sony Computer Entertainment,0.11
16278,Jan Sangoku Musou,PS2,2006,Misc,Tecmo Koei,0.01
3358,Jaws Unleashed,"PS2,XB",2006,Action,THQ,0.75
5481,Jeanne d'Arc,PSP,2006,Role-Playing,Sony Computer Entertainment,0.33
7280,Jikkyou Powerful Major League,"PS2,GC",2006,Sports,Konami Digital Entertainment,0.26
5288,Jikkyou Powerful Pro Yakyuu 13,PS2,2006,Sports,Konami Digital Entertainment,0.35
10399,Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,2006,Sports,Konami Digital Entertainment,0.11
8763,Jikkyou Powerful Pro Yakyuu Portable,PSP,2006,Sports,Konami Digital Entertainment,0.15
15547,Jinsei Game DS,DS,2006,Misc,Atlus,0.02
6848,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE,PS2,2006,Misc,Sega,0.24
12894,Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,DS,2006,Misc,Sega,0.05
12708,Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,PSP,2006,Misc,Sega,0.06
12976,JoJo no Kimy? na B?ken Fantomu Buraddo,PS2,2006,Action,Namco Bandai Games,0.05
4567,Juiced: Eliminator,PSP,2006,Racing,THQ,0.43
2765,Jump Ultimate Stars,DS,2006,Fighting,Nintendo,0.74
9047,Just Cause,"X360,PC,PS2",2006,Action,Eidos Interactive,0.18
7138,Justice League Heroes,"PSP,DS",2006,Role-Playing,Eidos Interactive,0.31
14835,Justice League Heroes: The Flash,GBA,2006,Action,Eidos Interactive,0.03
10607,Kabushiki Baibai Trainer: Kabutore!,DS,2006,Simulation,Konami Digital Entertainment,0.1
16038,Kaitou Rousseau,DS,2006,Action,Namco Bandai Games,0.01
8512,Kamaitachi no Yoru × 3,PS2,2006,Adventure,Sega,0.16
16285,Kamaitachi no Yoru 2: Tokubetsu Hen,PSP,2006,Adventure,ChunSoft,0.01
12723,Kamen Rider Kabuto,PS2,2006,Action,Namco Bandai Games,0.06
13095,Kamiwaza,PS2,2006,Action,Acquire,0.05
12154,Kanji Sonomama DS Rakubiki Jiten,DS,2006,Misc,Nintendo,0.07
1048,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006,Misc,Nintendo,1.71
11041,Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2,PSP,2006,Misc,Sega,0.09
11820,Kengo: Legend of The 9,X360,2006,Fighting,Majesco Entertainment,0.07
3867,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,2006,Misc,Nintendo,0.52
9688,"Kilari: Na-san, Mon Meilleur Ami",DS,2006,Simulation,Konami Digital Entertainment,0.12
2328,Killzone: Liberation,PSP,2006,Shooter,Sony Computer Entertainment,0.89
12444,KimiKiss,PS2,2006,Adventure,Enterbrain,0.06
13099,Kinnikuman Muscle Grand Prix Max,PS2,2006,Fighting,Konami Digital Entertainment,0.05
10332,Kirarin * Revolution: Kira Kira Idol Audition,DS,2006,Simulation,Konami Digital Entertainment,0.11
871,Kirby Squeak Squad,DS,2006,Platform,Nintendo,1.96
15817,Konductra,DS,2006,Puzzle,O3 Entertainment,0.02
9303,Kororinpa: Marble Mania,Wii,2006,Puzzle,Nintendo,0.14
9418,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,DS,2006,Action,Sega,0.13
14774,Kuryuu Youma Gakuenki Recharge,PS2,2006,Adventure,Atlus,0.03
15325,Last Escort,PS2,2006,Adventure,D3Publisher,0.02
557,LEGO Star Wars II: The Original Trilogy,"PS2,PSP,DS,GC,X360,XB,GBA,PC",2006,Action,LucasArts,7.35
2405,Lemmings,PSP,2006,Puzzle,Sony Computer Entertainment,0.87
7004,Let's Make a Soccer Team!,PS2,2006,Sports,Sega,0.23
10934,Let's Ride! Silver Buckle Stables,PS2,2006,Sports,THQ,0.09
13680,Lionel Trains: On Track,DS,2006,Action,DSI Games,0.04
16398,LMA Manager 2007,X360,2006,Sports,Codemasters,0.01
4912,LocoRoco,PSP,2006,Platform,Sony Computer Entertainment,0.39
5783,Lord of the Rings: Battle for Middle-Earth,X360,2006,Strategy,Electronic Arts,0.31
9860,Lost Magic,DS,2006,Role-Playing,Ubisoft,0.12
1459,Lost Planet: Extreme Condition,"X360,PS3",2006,Shooter,Capcom,1.98
5841,Lumines ll,PSP,2006,Puzzle,Disney Interactive Studios,0.3
6949,Lunar Knights,DS,2006,Role-Playing,Konami Digital Entertainment,0.24
15053,Luxor: The Wrath of Set,PSP,2006,Puzzle,Mumbo Jumbo,0.02
15686,Machi: Unmei no Kousaten,PSP,2006,Adventure,ChunSoft,0.02
241,Madden NFL 07,"PS2,X360,XB,PSP,GC,PS3,Wii,DS,GBA",2006,Sports,Electronic Arts,10.03
15064,Mage Knight: Destiny's Soldier,DS,2006,Strategy,Namco Bandai Games,0.02
13949,Magical Starsign (JP sales),DS,2006,Role-Playing,Nintendo,0.04
7979,Magical Starsign (US sales),DS,2006,Role-Playing,Nintendo,0.19
14206,Magna Carta Portable,PSP,2006,Role-Playing,Banpresto,0.03
9286,Magnetica,DS,2006,Puzzle,Nintendo,0.14
11930,Mahjong Fight Club DS: Wi-Fi Taiou,DS,2006,Misc,Konami Digital Entertainment,0.07
14574,Mahjong Kakutou Club: Zenkoku Taisenban,PS3,2006,Misc,Konami Digital Entertainment,0.03
16246,Mahjong Taikai IV,PS3,2006,Misc,Tecmo Koei,0.01
14768,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,2006,Adventure,Konami Digital Entertainment,0.03
14895,Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,GBA,2006,Role-Playing,Marvelous Interactive,0.03
15632,Mai-Otome Hime: Otome Butou Shi,PS2,2006,Fighting,Sunrise Interactive,0.02
4413,Major League Baseball 2K6,"PS2,X360,XB,GC,PSP",2006,Sports,Spike,1.43
12185,MAPLUS: Portable Navi,PSP,2006,Misc,Edia,0.07
15302,Mar Heaven: Karudea no Akuma,DS,2006,Role-Playing,Konami Digital Entertainment,0.02
12865,Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006,Action,Atari,0.05
13401,March of the Penguins,DS,2006,Adventure,Zoo Digital Publishing,0.05
1138,Mario Hoops 3 on 3,DS,2006,Sports,Nintendo,1.62
1683,Mario vs. Donkey Kong 2: March of the Minis,DS,2006,Puzzle,Nintendo,1.2
6809,Marvel vs. Capcom Origins,PS2,2006,Fighting,Capcom,0.24
614,Marvel: Ultimate Alliance,"X360,PS2,Wii,PS3,PSP,PC",2006,Role-Playing,Activision,4.5
9200,Master Jin Jin's IQ Challenge,DS,2006,Misc,505 Games,0.14
4491,Master of Illusion,DS,2006,Puzzle,Nintendo,0.44
5787,Math Play,DS,2006,Puzzle,Ubisoft,0.31
13026,Mawashite Tsunageru Touch Panic,DS,2006,Puzzle,Nintendo,0.05
14703,MechAssault: Phantom War,DS,2006,Simulation,Majesco Entertainment,0.03
573,Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts,2.65
10848,Medieval II: Total War,PC,2006,Strategy,Sega,0.09
8999,Mega Man Powered Up,PSP,2006,Platform,Capcom,0.14
2167,Mega Man Star Force Dragon / Leo / Pegasus,DS,2006,Action,Capcom,0.96
5934,Mega Man ZX,DS,2006,Platform,Capcom,0.3
10019,Melty Blood: Act Cadenza,PS2,2006,Fighting,Sega,0.11
15006,Memories Off: Sorekara Again,PS2,2006,Adventure,KID,0.02
12585,Mercury Meltdown,PSP,2006,Action,Atari,0.06
13586,Metal Gear Solid: Digital Graphic Novel,PSP,2006,Misc,Konami Digital Entertainment,0.04
1687,Metal Gear Solid: Portable Ops,PSP,2006,Action,Konami Digital Entertainment,1.19
14685,Metal Saga: Hagane no Kisetsu,DS,2006,Role-Playing,Success,0.03
8808,Metal Slug Anthology,"Wii,PSP,PS2",2006,Shooter,Ignition Entertainment,0.21
2634,Metroid Prime Hunters,DS,2006,Shooter,Nintendo,0.78
12279,Miami Vice: The Game,PSP,2006,Shooter,Activision,0.06
15571,Micro Machines V4,"PSP,PS2",2006,Racing,Codemasters,0.03
4550,Microsoft Flight Simulator X,PC,2006,Simulation,Microsoft Game Studios,0.43
1746,Midnight Club 3: DUB Edition Remix,"PS2,XB",2006,Racing,Take-Two Interactive,1.36
10801,Mind Quiz,PSP,2006,Action,Ubisoft,0.1
11707,Mind Quiz: Your Brain Coach,DS,2006,Misc,Ubisoft,0.08
13927,Minna no Chizu,PSP,2006,Misc,Zenrin,0.04
12465,Minna no DS Seminar: Kanpeki Eitango Ryoku,DS,2006,Misc,TDK Core,0.06
8598,Minna no DS Seminar: Kanpeki Kanji Ryoku,DS,2006,Misc,TDK Core,0.16
2219,MLB 06: The Show,"PS2,PSP",2006,Sports,Sony Computer Entertainment,1.29
6472,MLB SlugFest 2006,"PS2,XB",2006,Sports,Midway Games,0.31
4042,Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,PS2,2006,Shooter,Namco Bandai Games,0.49
6964,Mobile Suit Gundam: Climax U.C.,PS2,2006,Action,Namco Bandai Games,0.23
7527,Mobile Suit Gundam: Crossfire,PS3,2006,Simulation,Namco Bandai Games,0.2
7351,Momotarou Dentetsu 16,"PS2,Wii",2006,Misc,Hudson Soft,0.31
2348,Monster 4X4: World Circuit,Wii,2006,Racing,Ubisoft,0.89
16281,Monster Bomber,DS,2006,Puzzle,505 Games,0.01
8672,Monster House,"DS,PS2,GC,GBA",2006,Adventure,THQ,0.53
14059,Monster Kingdom: Jewel Summoner,PSP,2006,Role-Playing,Sony Computer Entertainment,0.04
1940,Mortal Kombat: Armageddon,"PS2,Wii",2006,Fighting,Midway Games,1.31
2772,Mortal Kombat: Unchained,PSP,2006,Fighting,Midway Games,0.74
4849,Mother 3,GBA,2006,Role-Playing,Nintendo,0.4
9276,MotoGP '06,X360,2006,Racing,THQ,0.14
310,MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,3.88
2757,MVP 06 NCAA Baseball,"PS2,XB",2006,Sports,Electronic Arts,1.09
2954,MX vs. ATV Unleashed: On the Edge,PSP,2006,Racing,THQ,0.69
14775,My Frogger: Toy Trials,DS,2006,Action,Konami Digital Entertainment,0.03
16507,Mystereet,PS2,2006,Adventure,Yeti,0.01
3773,Mystery Dungeon: Shiren the Wanderer,"DS,SNES",2006,Role-Playing,Sega,0.93
5899,N3: Ninety-Nine Nights,X360,2006,Action,Microsoft Game Studios,0.3
14436,Nacho Libre,DS,2006,Action,Majesco Entertainment,0.03
